语言很,4.0,0.0
，陕西,0.0,0.0
陕西,0.0,2.0
陕西话,0.0,0.0
话非常,0.0,0.0
非常会意,0.0,0.0
会意,1.0,0.0
会意形象,0.0,0.0
感觉此书,0.0,0.0
此书就是,0.0,0.0
就是根据,0.0,0.0
根据“,0.0,0.0
“朱先生,0.0,0.0
朱先生,0.0,0.0
朱先生”,0.0,0.0
”编撰,0.0,0.0
编撰,0.0,0.0
编撰的,0.0,0.0
那本县志,0.0,0.0
县志,0.0,0.0
县志改编,0.0,0.0
改编,2.0,2.0
改编的,1.0,0.0
虽是长篇,0.0,0.0
长篇,5.0,0.0
长篇，,1.0,0.0
但感觉,5.0,5.0
感觉内容,2.0,4.0
内容不是,0.0,1.0
不是很多,6.0,2.0
很多。,24.0,14.0
。随便,0.0,2.0
随便表面,0.0,0.0
表面上,0.0,1.0
上看起来,0.0,0.0
看起来，,2.0,2.0
本书立场,0.0,0.0
立场很,0.0,0.0
很“,0.0,1.0
“中,0.0,0.0
中”,2.0,0.0
但作者,4.0,0.0
作者隐含,0.0,0.0
隐含,2.0,0.0
隐含还是,0.0,0.0
还是倾向,0.0,0.0
倾向我们,0.0,0.0
我们伟大,0.0,0.0
伟大,10.0,1.0
伟大的,7.0,0.0
的DOWN,0.0,0.0
DOWN,0.0,0.0
DOWN。,0.0,0.0
感觉思想性,0.0,0.0
思想性,0.0,0.0
思想性不是,0.0,0.0
；收获,0.0,0.0
收获就是,0.0,0.0
就是学到,0.0,0.0
学到了,5.0,3.0
了几句,1.0,1.0
几句,6.0,7.0
几句陕西,0.0,0.0
，度过,0.0,0.0
度过,3.0,1.0
度过了,2.0,0.0
一段还算,0.0,0.0
还算轻松愉快,0.0,0.0
轻松愉快,3.0,0.0
轻松愉快的,1.0,0.0
了三星,0.0,0.0
三星半,0.0,0.0
半吧,0.0,0.0
但不,6.0,6.0
知道怎么,4.0,28.0
怎么给,1.0,2.0
给半星,0.0,0.0
半星,0.0,0.0
半星，,0.0,0.0
就四星,0.0,0.0
四星好,0.0,0.0
START有时候,0.0,0.0
有时候会,3.0,1.0
会听到,1.0,1.0
听到个别,0.0,0.0
个别 ,0.0,0.0
 吱吱,0.0,0.0
吱吱,0.0,4.0
吱吱的,0.0,3.0
 声音,2.0,2.0
好像视频,0.0,0.0
视频驱动,0.0,0.0
驱动不,1.0,2.0
方便下载,0.0,0.0
后来没装,0.0,0.0
没装驱动,0.0,0.0
，稀里糊涂,0.0,0.0
稀里糊涂,1.0,0.0
稀里糊涂的,0.0,0.0
也能用,0.0,3.0
能用了,2.0,1.0
START本来,15.0,25.0
本来不,0.0,2.0
喜欢散文,0.0,0.0
"散文,",0.0,0.0
因为张爱玲,1.0,0.0
张爱玲的,7.0,16.0
缘故拿来,0.0,0.0
拿来读读,0.0,0.0
读读,17.0,5.0
"读读,",0.0,0.0
了一半,9.0,5.0
"一半,",1.0,0.0
觉得没劲,0.0,0.0
没劲,0.0,2.0
没劲.,0.0,0.0
可能是因为,8.0,8.0
是因为他,1.0,0.0
他负,0.0,0.0
负,1.0,4.0
负了,0.0,2.0
了张爱玲,0.0,2.0
更不,2.0,3.0
作者本人,4.0,2.0
本人.,0.0,0.0
.不,4.0,10.0
打算读完,0.0,0.0
房间还算,12.0,5.0
对得起五星级,0.0,0.0
五星级的,11.0,18.0
的称号,0.0,0.0
称号,2.0,3.0
称号。,0.0,0.0
也算是,12.0,5.0
算是丰富,0.0,0.0
。不足之处,3.0,0.0
不足之处,7.0,2.0
不足之处酒店,0.0,0.0
酒店近,0.0,0.0
近着,0.0,0.0
着大马路,0.0,0.0
大马路,4.0,5.0
大马路，,3.0,1.0
，楼层,7.0,5.0
太低晚上,0.0,0.0
晚上睡觉,7.0,11.0
睡觉有点,0.0,0.0
有点吵,7.0,2.0
吵。,8.0,16.0
很友善,1.0,0.0
友善,3.0,0.0
友善。,1.0,0.0
 最赞,1.0,0.0
最赞,3.0,0.0
最赞的,3.0,0.0
房间够,9.0,2.0
够大,14.0,6.0
。写字台,1.0,0.0
写字台,1.0,8.0
写字台的,1.0,1.0
布局很,2.0,2.0
周围也,3.0,3.0
步行10,4.0,0.0
到中,1.0,0.0
中闽百汇,1.0,0.0
闽百汇,1.0,0.0
闽百汇顶楼,1.0,0.0
顶楼,5.0,0.0
顶楼的,3.0,0.0
的大排挡,1.0,0.0
大排挡,4.0,0.0
大排挡吃饭,1.0,0.0
很便宜,16.0,2.0
。味道,3.0,0.0
味道也,9.0,3.0
 唯一,14.0,13.0
就是早餐,9.0,0.0
早餐收,1.0,1.0
收得,1.0,1.0
得有点,3.0,2.0
有点早,1.0,0.0
早。,1.0,1.0
由于要,0.0,1.0
书在,2.0,1.0
当当和,0.0,0.0
和卓越,0.0,0.0
卓越都,0.0,0.0
都不全,0.0,0.0
所以2008,0.0,0.0
2008-,0.0,1.0
-6,14.0,4.0
1 ,9.0,19.0
 12,1.0,5.0
12:,0.0,5.0
:23,0.0,2.0
23同时,0.0,0.0
同时在,2.0,1.0
在两个,0.0,1.0
两个网站,0.0,0.0
网站下单,0.0,0.0
，卓越,0.0,0.0
卓越的,0.0,2.0
的半天,0.0,0.0
半天就,0.0,0.0
就审核,0.0,0.0
审核,0.0,1.0
审核发货,0.0,0.0
发货了,1.0,4.0
的两天,1.0,0.0
两天后,0.0,2.0
看订单,0.0,0.0
状态还是,0.0,0.0
还是等待,0.0,0.0
等待审核,0.0,0.0
审核。,0.0,0.0
。2008,0.0,1.0
-06,0.0,1.0
06-,0.0,2.0
-04,0.0,0.0
04 ,1.0,1.0
 9,2.0,14.0
9:,2.0,0.0
:30,2.0,5.0
30，,2.0,7.0
当卓越,0.0,0.0
书已经,2.0,3.0
已经收到,4.0,0.0
当当还,1.0,0.0
。又,4.0,9.0
又用,0.0,1.0
了整整,3.0,2.0
整整,8.0,5.0
整整一天,2.0,1.0
一天配货,0.0,0.0
配货，,0.0,0.0
显示发货,0.0,2.0
发货时间,1.0,0.0
时间是,0.0,10.0
是2008,1.0,1.0
 13,2.0,1.0
13:,1.0,1.0
:37,0.0,0.0
37,2.0,1.0
37。,0.0,0.0
。心想,0.0,1.0
心想可能,0.0,0.0
是配货,0.0,0.0
配货审核,0.0,0.0
审核的,0.0,0.0
时间慢,0.0,0.0
，到货,3.0,0.0
到货应该,0.0,0.0
应该快,0.0,0.0
快（,0.0,0.0
（快递,0.0,0.0
快递到,1.0,0.0
到济南市,0.0,0.0
济南市,0.0,0.0
济南市区,0.0,0.0
区2,0.0,0.0
2-,5.0,13.0
-3,5.0,11.0
天）,2.0,3.0
可现在,3.0,0.0
已经是,17.0,17.0
-09,0.0,0.0
09,5.0,2.0
09 ,0.0,0.0
 11,0.0,2.0
11:,0.0,0.0
:40,0.0,1.0
40了,0.0,0.0
知道在,5.0,8.0
在哪儿,1.0,0.0
哪儿,3.0,6.0
哪儿呢,0.0,0.0
，刚才,1.0,1.0
刚才,7.0,6.0
刚才打电话,0.0,0.0
打电话400,0.0,0.0
400,17.0,14.0
400-,1.0,0.0
-711,0.0,0.0
711,1.0,0.0
711-,0.0,0.0
-6699,0.0,0.0
6699,1.0,0.0
6699，,0.0,0.0
想问问,0.0,0.0
问问,1.0,2.0
问问啥时候,0.0,0.0
啥时候,0.0,0.0
啥时候能到,0.0,0.0
能到,11.0,1.0
能到。,0.0,0.0
了两分钟,0.0,2.0
两分钟，,1.0,0.0
，接通,0.0,0.0
接通,0.0,4.0
接通后,0.0,0.0
后说,0.0,3.0
说听,0.0,1.0
听不到,10.0,1.0
不到我,0.0,2.0
我声音,0.0,0.0
，接着,5.0,4.0
接着,13.0,19.0
接着就,0.0,0.0
就挂线,0.0,0.0
挂线,0.0,0.0
挂线了,0.0,0.0
！气愤,0.0,0.0
气愤！,0.0,5.0
！当当,1.0,8.0
当当，,2.0,3.0
第一次从,0.0,0.0
从你,0.0,1.0
你这儿,0.0,0.0
这儿买书,0.0,0.0
买书，,4.0,3.0
人失望,2.0,12.0
的拉拉,0.0,0.0
拉拉升职,4.0,18.0
升职记,5.0,17.0
记，,2.0,4.0
，三天,4.0,0.0
三天,17.0,21.0
三天到货,0.0,0.0
到货（,0.0,0.0
（我住,2.0,1.0
我住北京,0.0,0.0
北京三环,0.0,0.0
三环,0.0,0.0
三环边上,0.0,0.0
边上）,0.0,0.0
还比较满意,0.0,1.0
比较满意．,0.0,0.0
．第二,0.0,1.0
第二又,0.0,0.0
买＜,0.0,0.0
＜,5.0,1.0
＜明朝,0.0,0.0
明朝那些,3.0,7.0
事＞,0.0,0.0
＞,5.0,1.0
＞，,2.0,0.0
，６,0.0,0.0
６,4.0,6.0
６月,0.0,0.0
月２,0.0,0.0
２,14.0,14.0
２２,0.0,0.0
２订,0.0,0.0
一个星期,3.0,7.0
星期没收,0.0,0.0
打客服,0.0,3.0
，回答,2.0,6.0
回答一律,0.0,0.0
一律,0.0,2.0
一律是,0.0,0.0
很抱歉,2.0,1.0
抱歉，,5.0,3.0
两个星期,1.0,0.0
星期还,0.0,0.0
还没收,5.0,19.0
在我要,0.0,0.0
我要奋起,0.0,0.0
奋起,1.0,0.0
奋起反抗,0.0,0.0
反抗,0.0,0.0
反抗的,0.0,0.0
，收到,14.0,7.0
收到当当网,0.0,2.0
当当网的,4.0,10.0
的短信,1.0,1.0
短信,6.0,5.0
短信，,2.0,0.0
订单找,0.0,0.0
不到了,2.0,5.0
我重新,0.0,1.0
重新订货,0.0,0.0
订货,7.0,11.0
订货．,0.0,0.0
．天底下,0.0,0.0
天底下,0.0,0.0
天底下还有,0.0,0.0
还有这么,2.0,2.0
这么无耻,0.0,0.0
无耻,1.0,19.0
无耻的,0.0,4.0
订货时,0.0,0.0
时发现,4.0,13.0
的折扣,0.0,0.0
折扣,2.0,5.0
折扣少,0.0,0.0
了１,1.0,0.0
１,27.0,19.0
１０,7.0,3.0
０％,0.0,0.0
％,4.0,9.0
％，,2.0,4.0
，也就是说,0.0,3.0
也就是说涨价,0.0,0.0
涨价,3.0,1.0
涨价了,3.0,1.0
了．,19.0,14.0
．重新,0.0,0.0
重新打,0.0,0.0
客服看到,0.0,0.0
的订货,0.0,0.0
订货日期,0.0,0.0
日期,2.0,3.0
日期乃是,0.0,0.0
乃是,1.0,0.0
乃是遥远,0.0,0.0
遥远,3.0,2.0
遥远的,2.0,2.0
的半个,0.0,0.0
半个多月,1.0,1.0
多月,4.0,5.0
多月前,0.0,0.0
就答应,0.0,0.0
答应,2.0,19.0
答应给,0.0,0.0
我申请,1.0,2.0
申请礼券,0.0,0.0
礼券,0.0,8.0
礼券后,0.0,0.0
后再,3.0,6.0
再重新,2.0,5.0
订货，,5.0,2.0
并保证,0.0,1.0
保证说,0.0,0.0
说下午,0.0,0.0
下午礼券,0.0,0.0
礼券就,0.0,0.0
到账户,0.0,0.0
账户,1.0,0.0
账户．,0.0,0.0
．我,0.0,3.0
等啊,0.0,1.0
啊等,0.0,0.0
又等,0.0,5.0
任何礼券,0.0,0.0
礼券．,0.0,0.0
．却,0.0,0.0
却在,3.0,5.0
在今天,6.0,0.0
今天，,4.0,0.0
就是７,0.0,0.0
７,4.0,0.0
７月,0.0,0.0
月１,2.0,1.0
０日,0.0,1.0
日，,6.0,11.0
书终于,1.0,0.0
终于以,0.0,0.0
以超越,0.0,0.0
超越思维,0.0,0.0
思维的,2.0,0.0
速度来到,0.0,0.0
来到,13.0,8.0
来到我,0.0,0.0
的面前,2.0,0.0
面前,16.0,7.0
面前．,0.0,0.0
．敢,0.0,0.0
敢问,0.0,0.0
问当当,0.0,0.0
这是你们,0.0,0.0
的一贯作风,1.0,0.0
一贯作风,2.0,0.0
一贯作风吗,0.0,0.0
？对,0.0,4.0
对由此,0.0,0.0
由此,6.0,0.0
由此让,0.0,0.0
那些愤怒,0.0,0.0
愤怒,4.0,14.0
愤怒的,1.0,1.0
的不良情绪,0.0,0.0
不良情绪,0.0,0.0
不良情绪而,0.0,0.0
而导致,2.0,2.0
导致的,3.0,4.0
身体不适,0.0,0.0
不适,5.0,5.0
不适的,1.0,2.0
损失你们,0.0,0.0
你们打算,0.0,0.0
打算如何,0.0,0.0
如何赔偿,0.0,0.0
赔偿,1.0,12.0
赔偿呢,0.0,0.0
START不知,3.0,4.0
不知大陆,0.0,0.0
大陆观众,0.0,0.0
观众,3.0,0.0
观众有,0.0,0.0
有多少,10.0,4.0
多少看过,0.0,0.0
看过台湾,0.0,0.0
台湾,10.0,0.0
台湾的,3.0,0.0
“生活,1.0,0.0
生活智慧,0.0,0.0
智慧王,0.0,0.0
王,4.0,1.0
王”,1.0,0.0
”节目,0.0,0.0
里面介绍,1.0,0.0
很多生活,2.0,0.0
生活技巧,0.0,0.0
技巧，,4.0,2.0
是居家,0.0,0.0
居家,2.0,0.0
居家烹饪,0.0,0.0
烹饪,2.0,3.0
烹饪方面,0.0,0.0
方面的,43.0,12.0
本书专门,0.0,0.0
专门介绍,0.0,0.0
在较,2.0,0.0
较短时间,0.0,0.0
短时间,3.0,1.0
短时间内,3.0,0.0
内作出,0.0,0.0
作出美味,0.0,0.0
美味,2.0,0.0
美味不,0.0,0.0
不重样,0.0,0.0
重样,0.0,0.0
重样而且,0.0,0.0
而且健康,0.0,0.0
健康的,14.0,1.0
的餐点,1.0,0.0
餐点,4.0,0.0
餐点的,0.0,0.0
方法技巧,0.0,0.0
很适合,28.0,3.0
适合现代,0.0,0.0
现代社会,2.0,0.0
社会的,11.0,6.0
的忙碌,0.0,0.0
忙碌一族,0.0,0.0
一族,2.0,1.0
一族（,0.0,0.0
（或者说,0.0,0.0
或者说是,7.0,2.0
是懒人,0.0,0.0
懒人,0.0,0.0
懒人吧,0.0,0.0
吧）,2.0,5.0
还有提高,0.0,0.0
提高烹饪,0.0,0.0
烹饪效率,0.0,0.0
效率,16.0,23.0
效率的,0.0,0.0
一些窍门,0.0,0.0
窍门。,0.0,0.0
。图片,0.0,0.0
图片很,0.0,1.0
很直观,0.0,0.0
直观,4.0,0.0
直观，,1.0,0.0
文字就,0.0,1.0
就简略,0.0,0.0
简略,0.0,0.0
简略了,0.0,0.0
要掌握,1.0,0.0
掌握技巧,0.0,0.0
技巧还,0.0,0.0
得多,5.0,2.0
多实践,0.0,0.0
实践啊,0.0,0.0
，比老,0.0,0.0
比老,0.0,0.0
比老吃快餐,0.0,0.0
吃快餐,0.0,0.0
吃快餐或,0.0,0.0
或外卖,0.0,0.0
外卖,0.0,1.0
外卖好多,0.0,0.0
能增进,0.0,0.0
增进,3.0,0.0
增进跟,0.0,0.0
跟家人,0.0,0.0
家人的,1.0,2.0
感情哦,0.0,0.0
哦～,0.0,0.0
START应该,6.0,2.0
是12,2.0,1.0
寸以上,0.0,0.0
以上本本,0.0,0.0
本本中,0.0,0.0
中比较,2.0,1.0
比较超值,8.0,0.0
的一款,10.0,0.0
一款,30.0,6.0
一款，,3.0,0.0
轻薄 ,0.0,0.0
外壳是,1.0,2.0
是铝合金,0.0,0.0
铝合金,2.0,0.0
铝合金，,0.0,0.0
虽然底部,0.0,0.0
底部是,0.0,0.0
是工程塑料,0.0,0.0
工程塑料,1.0,0.0
工程塑料，,0.0,0.0
但整体,1.0,0.0
整体散热,2.0,0.0
散热依然,0.0,0.0
依然不错,0.0,0.0
键盘的,8.0,8.0
的手感,10.0,3.0
手感应该,0.0,0.0
是我用,0.0,2.0
我用过,2.0,0.0
过本本,0.0,0.0
比较好用,2.0,0.0
好用的,1.0,0.0
，触摸,1.0,1.0
触摸面板,1.0,0.0
面板也,2.0,0.0
好用。,11.0,1.0
。待机时间,5.0,0.0
待机时间还,1.0,0.0
没有测试,2.0,0.0
测试过,1.0,0.0
位置离,9.0,0.0
离火车站,13.0,9.0
火车站很近,2.0,2.0
，走路,3.0,5.0
走路10,1.0,2.0
分钟不到,1.0,0.0
不到就,2.0,0.0
就能到,9.0,0.0
有送,6.0,1.0
送果篮,0.0,0.0
果篮,4.0,2.0
果篮，,1.0,0.0
但是部分,0.0,0.0
部分水果,0.0,0.0
水果有点,0.0,0.0
有点烂烂,0.0,0.0
烂烂,0.0,0.0
烂烂的,0.0,0.0
觉得既然,0.0,0.0
既然,12.0,18.0
既然要,0.0,0.0
就送,0.0,3.0
送好,0.0,2.0
好一点,7.0,13.0
一点的,12.0,20.0
不然干脆,0.0,0.0
干脆,7.0,6.0
干脆就,0.0,0.0
就别送,0.0,0.0
别送,0.0,1.0
别送了,0.0,0.0
酒店整体,6.0,3.0
整体不错,2.0,0.0
性价比超高,7.0,0.0
超高,10.0,0.0
超高 ,0.0,0.0
 结实,0.0,0.0
 稳定,0.0,0.0
稳定 ,1.0,1.0
 安静,1.0,1.0
 嘿嘿,0.0,1.0
嘿嘿 ,0.0,0.0
最关键,3.0,3.0
关键的,4.0,2.0
是54,0.0,0.0
54,1.0,1.0
5488,0.0,0.0
88块,0.0,0.0
块大洋,0.0,1.0
大洋,3.0,7.0
大洋入手,0.0,0.0
入手的,5.0,1.0
（6.1,0.0,0.0
6.1,1.0,0.0
6.11,0.0,0.0
1限时,0.0,0.0
限时,0.0,1.0
限时限量,0.0,0.0
限量,0.0,0.0
限量抢购,0.0,0.0
抢购）,0.0,0.0
 没人,0.0,0.0
没人比,0.0,0.0
我低,0.0,0.0
低了,0.0,6.0
 哈哈,2.0,1.0
哈哈 ,4.0,3.0
 超值,1.0,0.0
超值 ,1.0,0.0
可惜现在,0.0,0.0
现在没货,0.0,0.0
本来想加,0.0,0.0
想加,0.0,2.0
想加个,0.0,0.0
个1G,1.0,2.0
三星内存,7.0,2.0
内存的,5.0,6.0
 奶奶,0.0,0.0
奶奶,4.0,3.0
奶奶的,2.0,0.0
从199,0.0,0.0
199,0.0,1.0
199块,0.0,0.0
块涨到,0.0,0.0
涨到2,0.0,0.0
269,0.0,0.0
69,0.0,1.0
69块,0.0,0.0
块咯,0.0,0.0
咯,5.0,8.0
咯 ,0.0,0.0
唉。,2.0,1.0
后悔当时,0.0,1.0
当时没,1.0,1.0
没出手,0.0,0.0
出手,7.0,1.0
出手END,0.0,0.0
电池时间,5.0,5.0
时间长,30.0,15.0
普通使用,0.0,0.0
使用5,0.0,0.0
5-,9.0,3.0
6小时,4.0,2.0
小时没,3.0,0.0
，省点,0.0,0.0
省点,0.0,0.0
省点用,0.0,0.0
用可以,0.0,0.0
到近,0.0,0.0
近7,0.0,0.0
7小时,8.0,2.0
小时哦,0.0,0.0
。这点,6.0,4.0
这点很,6.0,5.0
.键盘,10.0,5.0
比较舒服,18.0,2.0
.屏幕,5.0,8.0
屏幕亮度,2.0,4.0
亮度,12.0,18.0
亮度还,3.0,0.0
风扇声音,20.0,21.0
声音大,2.0,3.0
，vista,5.0,8.0
vista简直,0.0,0.0
是鸡肋,0.0,5.0
鸡肋，,2.0,6.0
，原本,3.0,4.0
买V0,0.0,0.0
V0,0.0,0.0
V045,0.0,0.0
45PA,0.0,0.0
PA,0.0,0.0
PA（,0.0,0.0
（只有,1.0,0.0
只有1G,0.0,2.0
1G内存,17.0,19.0
，dos,0.0,0.0
dos）,0.0,0.0
）才,2.0,1.0
才4888,0.0,0.0
4888,1.0,0.0
4888元,0.0,0.0
今天一看,0.0,0.0
一看返现,0.0,0.0
返现,6.0,0.0
返现200,0.0,0.0
200元,4.0,16.0
，后悔,0.0,3.0
后悔啊,0.0,0.0
没听,0.0,0.0
听朋友,8.0,3.0
朋友的话,2.0,0.0
作者细腻,0.0,0.0
细腻的,10.0,1.0
的情感,17.0,0.0
情感和,3.0,0.0
和文笔,0.0,0.0
她把,2.0,0.0
把都市生活,0.0,0.0
都市生活,2.0,0.0
都市生活中,0.0,0.0
可能遇到,0.0,0.0
遇到的,15.0,17.0
很多情况,0.0,0.0
在小说,3.0,0.0
小说主人公,0.0,0.0
主人公身上,1.0,0.0
身上再现,0.0,0.0
再现,0.0,0.0
再现了,0.0,0.0
让读书,0.0,0.0
我们感同身受,0.0,0.0
感同身受,2.0,0.0
感同身受，,2.0,0.0
并且针对,1.0,0.0
针对这些,0.0,0.0
这些问题,2.0,3.0
，针对,1.0,3.0
针对我们,0.0,0.0
我们经常,1.0,0.0
经常会,4.0,1.0
会出现,3.0,6.0
的负面,1.0,0.0
负面,11.0,1.0
负面情绪,4.0,0.0
情绪找到,0.0,0.0
找到内心深处,0.0,0.0
内心深处最,0.0,0.0
最根本,1.0,0.0
根本的,3.0,0.0
，印证,1.0,0.0
印证,1.0,0.0
印证了,0.0,0.0
了作者,4.0,2.0
观点：,0.0,0.0
“当,3.0,2.0
当外境,0.0,0.0
外境,0.0,1.0
外境有,0.0,0.0
有任何,3.0,1.0
任何东西,1.0,1.0
东西触动,0.0,0.0
触动你,1.0,0.0
记得，,2.0,0.0
要忘,0.0,0.0
忘往,0.0,0.0
往,17.0,16.0
往内,0.0,0.0
内看,1.0,0.0
”全书,0.0,0.0
全书,11.0,5.0
全书看,1.0,1.0
非常平静,0.0,0.0
平静,14.0,2.0
平静，,3.0,0.0
，那种,4.0,0.0
那种感觉,4.0,2.0
感觉我,2.0,1.0
知道要,3.0,1.0
要怎样,1.0,0.0
怎样表述,0.0,0.0
表述,5.0,6.0
表述，,0.0,0.0
好像有种,0.0,0.0
有种淡淡的,0.0,0.0
淡淡的甜味,0.0,0.0
甜味,0.0,0.0
甜味，,0.0,0.0
，很淡,0.0,0.0
很淡,0.0,2.0
很淡，,0.0,1.0
，不腻,0.0,0.0
不腻,1.0,0.0
不腻人,0.0,0.0
很美好,2.0,0.0
START携程,1.0,11.0
携程定,6.0,17.0
的不带,0.0,1.0
不带早饭,0.0,0.0
不能评价,0.0,0.0
评价吃,0.0,0.0
 总体,22.0,6.0
来说装修,0.0,0.0
装修不错,5.0,0.0
什么特别,3.0,8.0
特别大,1.0,1.0
的毛病,2.0,1.0
毛病,9.0,9.0
毛病。,3.0,1.0
。停车,1.0,0.0
停车先收,0.0,0.0
先收,0.0,0.0
先收20,0.0,0.0
20快,0.0,0.0
快一天,0.0,0.0
最后到,0.0,0.0
前台报销,0.0,1.0
报销,3.0,3.0
报销。,0.0,0.0
空调非常,0.0,0.0
非常足,0.0,0.0
足，,2.0,2.0
有点过热,0.0,0.0
过热,3.0,1.0
过热了,0.0,0.0
到这,4.0,3.0
这样子,5.0,4.0
样子的,5.0,4.0
 感觉,16.0,13.0
感觉比较,12.0,7.0
适合家庭,1.0,0.0
家庭,29.0,20.0
家庭出游,0.0,0.0
出游。,0.0,0.0
 上网,6.0,4.0
上网贵,0.0,0.0
不要上网,0.0,0.0
上网了,3.0,0.0
比较黑,0.0,0.0
黑。,0.0,1.0
START内容丰富,0.0,1.0
内容丰富,6.0,1.0
内容丰富，,1.0,1.0
适合亲子,0.0,1.0
亲子共读,2.0,3.0
共读,2.0,3.0
共读，,0.0,1.0
，彩图,0.0,1.0
彩图,3.0,1.0
彩图贴切,0.0,1.0
贴切,11.0,2.0
贴切生动,0.0,1.0
生动，,15.0,1.0
和儿子,11.0,2.0
儿子读,2.0,1.0
一遍，,17.0,7.0
就记住,0.0,1.0
记住,10.0,14.0
记住了,2.0,2.0
里面精彩,0.0,1.0
故事了,1.0,1.0
自带驱动,1.0,0.0
上有,24.0,28.0
还是傻瓜式,0.0,0.0
傻瓜式,3.0,0.0
傻瓜式的,1.0,0.0
的自动,0.0,1.0
自动安装,2.0,1.0
安装。,1.0,7.0
安装完成,1.0,0.0
完成,25.0,20.0
完成后,1.0,0.0
完全可以,10.0,12.0
可以正常,0.0,0.0
 模具,1.0,0.0
模具,21.0,19.0
模具和,0.0,1.0
和F8,0.0,0.0
F8,1.0,1.0
F80,0.0,0.0
0一摸,0.0,0.0
一摸,2.0,3.0
一摸一样,2.0,0.0
没有区别,0.0,2.0
区别,19.0,17.0
区别。,0.0,2.0
外观旧,1.0,0.0
"旧,",6.0,6.0
",停车场",1.0,3.0
停车场,20.0,38.0
停车场小,1.0,0.0
",乱",1.0,0.0
"乱,",2.0,3.0
还另外,1.0,0.0
另外收钱,1.0,0.0
收钱,2.0,7.0
"收钱,",1.0,0.0
还干净,1.0,3.0
干净.,7.0,3.0
START明显,0.0,2.0
明显能,0.0,0.0
能看,3.0,3.0
看出来,0.0,3.0
出来是,0.0,3.0
是低端,1.0,1.0
低端本,0.0,0.0
，塑料,3.0,8.0
塑料感,3.0,4.0
感很强,1.0,1.0
很强，,10.0,1.0
也仅仅,0.0,0.0
仅仅,12.0,10.0
仅仅比神船,0.0,0.0
比神船,0.0,0.0
比神船稍好,0.0,0.0
稍好,3.0,4.0
稍好。,0.0,0.0
。usb,0.0,1.0
usb只有,0.0,0.0
只有2,1.0,10.0
个，,1.0,5.0
且都,0.0,0.0
在左边,4.0,6.0
左边。,0.0,0.0
散热很差,0.0,0.0
，C,1.0,1.0
C,5.0,9.0
C面,1.0,2.0
面好像,0.0,1.0
好像蒸笼,0.0,0.0
蒸笼,0.0,0.0
蒸笼啊,0.0,0.0
不送包,0.0,2.0
送包,6.0,8.0
送包…,0.0,0.0
START本子,2.0,1.0
本子不错,1.0,0.0
，取货,0.0,0.0
取货,2.0,1.0
取货很快,0.0,0.0
月29,6.0,9.0
29号,0.0,1.0
号凌晨,0.0,0.0
凌晨下,0.0,0.0
下得,0.0,0.0
得单子,0.0,0.0
单子，,2.0,0.0
，下午,9.0,4.0
下午就,9.0,0.0
就取货,0.0,0.0
取货了,0.0,0.0
，本子,4.0,3.0
本子也,0.0,1.0
，移动硬盘,0.0,1.0
移动硬盘很,0.0,0.0
，THINK,0.0,0.0
THINK,1.0,1.0
THINKPad,0.0,0.0
Pad,0.0,0.0
Pad很,0.0,0.0
有手感,1.0,0.0
手感，,1.0,0.0
大堂比较,4.0,3.0
但是环境,2.0,0.0
和卫生,1.0,0.0
卫生都,1.0,0.0
都比较满意,3.0,2.0
除了浴缸,0.0,0.0
浴缸有点,1.0,0.0
有点老旧,0.0,1.0
老旧,9.0,20.0
老旧外,0.0,0.0
外。,1.0,0.0
还提供,1.0,1.0
的国内长途,0.0,0.0
国内长途和,0.0,0.0
和市内电话,0.0,0.0
市内电话,1.0,0.0
市内电话。,0.0,0.0
就是晚上,2.0,0.0
晚上虽然,0.0,1.0
虽然关了,0.0,0.0
关了窗户,0.0,0.0
能听到,2.0,14.0
听到一些,1.0,1.0
一些酒吧,0.0,0.0
酒吧,10.0,9.0
酒吧或者,0.0,0.0
或者夜总会,0.0,0.0
夜总会,3.0,6.0
夜总会的,0.0,0.0
的音乐,1.0,0.0
音乐声音,0.0,2.0
声音。,5.0,13.0
质量有点,0.0,1.0
有点和,0.0,0.0
和四星,1.0,0.0
的不符,0.0,2.0
START定,1.0,6.0
的商务,27.0,13.0
房间偏小,5.0,1.0
偏小,7.0,10.0
偏小了,1.0,1.0
不过经济性,1.0,0.0
经济性,2.0,4.0
经济性酒店,2.0,2.0
这样；,1.0,0.0
环境一般,2.0,8.0
周围感觉,1.0,0.0
感觉蛮乱,1.0,0.0
蛮乱,1.0,0.0
蛮乱的,1.0,0.0
不过旁边,1.0,0.0
有个易,3.0,0.0
易,11.0,5.0
易初莲花,3.0,0.0
初莲花,3.0,0.0
初莲花超市,1.0,0.0
买东西,13.0,22.0
东西很,12.0,2.0
服务相对,1.0,0.0
相对另,1.0,0.0
另2,1.0,0.0
个经济型,1.0,0.0
酒店算,1.0,3.0
算最好,1.0,0.0
最好END,1.0,0.0
START不能,3.0,1.0
不能兑现,0.0,0.0
兑现,1.0,1.0
兑现预订,0.0,0.0
是全世界,0.0,0.0
全世界,3.0,2.0
全世界最差,0.0,0.0
，譬如,4.0,0.0
譬如,7.0,0.0
譬如这家,0.0,0.0
这家万里,0.0,0.0
万里,5.0,0.0
万里路,0.0,0.0
路国际,0.0,0.0
国际青年,0.0,3.0
青年,9.0,3.0
青年酒店,0.0,0.0
